turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
3.438,175,39.1,7.61,0.338,0.736,max
0.706,44,22.6,7.03,0.843,0.929,min
3.256,113,21.6,7.04,0.621,0.538,max
4.34,77,25.6,6.91,1.062,0.326,med
4.406,236,32.5,4.76,0.72,0.201,max
4.391,205,39.8,5.89,0.307,0.662,med
5.105,246,20.2,4.29,0.459,0.709,max
3.444,84,28.2,6.15,0.943,0.84,min
4.931,182,35.6,7.28,0.15,0.246,max
4.397,128,32.3,6.85,0.712,1.038,med
3.643,194,29.7,5.37,1.113,0.281,med
5.349,325,28.1,7.12,0.866,1.048,med
2.778,236,42.7,6.75,0.84,0.241,med
2.799,202,40.2,3.39,0.834,0.8,max
13.609,317,33.5,4.46,0.105,0.365,max
4.795,143,35.7,7.87,0.303,0.734,max
4.148,222,20.7,5.59,0.286,0.126,max
3.631,284,40.8,9.49,0.604,0.613,max
11.425,208,46.3,3.03,0.405,0.407,max
3.725,203,20.0,6.99,0.115,0.423,med
3.629,264,27.7,7.8,1.163,0.506,max
3.772,186,22.5,7.04,0.768,0.854,max
3.025,82,28.6,11.9,1.191,0.344,min
11.593,353,37.4,3.79,0.135,0.171,max
4.935,329,32.6,6.95,0.604,0.322,max
3.417,305,40.2,8.01,0.996,0.268,med
4.568,407,38.4,7.98,0.311,1.024,max
4.134,188,28.5,7.77,0.629,0.641,med
4.651,59,33.1,6.23,0.678,0.459,med
5.056,177,21.3,5.08,1.082,0.18,max
4.618,264,38.8,9.89,0.348,0.631,max
4.296,324,34.6,7.04,0.943,0.376,max
3.629,360,24.9,5.38,0.73,0.575,med
0.638,46,20.5,7.44,1.075,0.777,min
2.035,139,27.3,7.29,0.804,0.491,med
3.445,128,21.7,5.17,0.405,0.596,max
3.572,438,41.5,7.04,0.814,0.899,max
3.624,62,34.5,7.6,0.822,0.779,med
2.149,52,32.1,7.59,0.796,0.507,med
4.143,233,30.2,9.78,0.494,0.155,med
3.945,399,31.6,5.55,1.107,0.322,max
3.966,389,21.1,3.55,1.061,0.485,med
2.5,448,21.3,8.44,1.174,0.624,max
1.899,50,32.0,7.92,0.59,0.715,med
3.315,297,30.6,6.19,1.149,0.345,med
1.431,93,27.4,6.12,0.706,0.664,med
4.115,295,25.3,7.04,0.399,0.833,max
3.287,203,34.9,8.16,0.824,0.209,max
5.087,133,32.1,7.45,0.261,0.617,med
3.494,38,23.7,8.67,1.181,0.258,max
13.652,235,33.6,3.13,0.434,0.097,max
4.714,176,22.1,8.88,0.89,1.028,max
5.505,89,26.7,7.04,0.736,0.444,max
3.676,160,30.4,3.42,0.464,0.736,max
4.162,145,32.8,7.04,0.73,0.325,max
4.146,237,20.4,6.77,0.558,0.227,max
4.411,228,43.7,6.73,1.018,0.952,max
5.703,292,26.9,6.28,0.571,0.35,max
4.281,230,29.6,5.9,0.598,0.966,med
4.592,223,25.8,8.55,0.203,1.102,max
3.404,145,32.7,6.6,0.57,0.906,med
4.105,244,24.6,7.81,1.1,0.791,max
3.833,159,31.6,5.67,0.163,0.238,med
3.749,123,37.8,5.61,0.587,0.298,max
0.928,48,23.5,7.04,0.924,1.076,min
3.004,125,28.1,7.83,0.831,0.729,med
5.799,240,21.2,5.33,0.222,0.748,max
4.277,125,35.4,7.04,0.123,0.214,med
4.011,191,22.9,4.4,0.138,0.358,max
5.629,280,41.8,7.04,1.088,0.872,max
4.548,217,35.1,5.29,0.108,0.777,med
3.635,90,24.1,8.05,0.79,0.145,med
3.282,94,25.3,9.14,0.743,1.097,max
3.292,448,22.0,6.06,0.544,0.151,max
3.422,101,25.7,9.75,1.038,1.048,med
4.032,203,22.2,7.04,0.742,0.4,med
4.576,239,30.2,7.04,0.513,0.608,max
19.423,333,41.3,3.88,0.464,0.278,max
3.638,247,29.5,7.45,0.992,0.503,max
14.353,239,38.3,3.5,0.464,0.354,max
4.461,243,24.9,5.0,0.314,0.418,max
3.831,285,31.7,7.04,0.156,0.341,max
3.188,231,28.6,8.02,0.161,0.94,med
4.774,115,27.1,7.5,0.631,0.57,med
15.922,380,45.4,4.92,0.49,0.279,max
4.155,138,42.2,6.35,0.877,0.11,max
3.502,181,23.1,7.04,0.299,0.196,max
4.68,193,29.7,7.94,0.803,0.515,med
4.392,144,36.9,4.56,0.409,0.407,max
3.778,131,41.6,9.35,0.292,0.294,max
4.425,153,38.0,5.8,1.027,0.296,max
4.679,337,30.7,7.04,0.75,0.269,med
2.217,202,39.8,6.05,0.482,0.2,max
4.585,191,31.5,8.62,0.167,0.216,max
3.878,199,41.3,7.47,0.577,0.43,max
4.575,114,27.5,6.96,0.648,0.69,med
5.116,290,37.6,7.09,1.126,0.538,max
3.891,236,39.7,7.95,0.892,0.17,max
4.355,90,40.2,5.62,0.349,0.538,med
2.877,146,21.1,6.92,0.74,0.833,max
4.826,370,21.4,7.04,0.773,0.791,max
5.612,212,32.8,8.5,0.303,0.806,med
5.6,272,31.1,5.67,0.623,0.936,max
3.505,167,37.0,10.51,0.393,1.045,max
5.326,194,20.1,6.22,0.445,0.854,max
2.505,211,45.0,7.04,0.831,0.096,med
3.839,123,28.8,7.32,0.806,0.514,med
4.875,264,23.8,7.04,0.938,0.949,max
2.744,337,32.6,8.14,0.353,1.149,med
4.298,273,30.5,6.08,0.552,0.409,med
4.436,248,36.5,6.17,0.908,0.585,max
4.183,199,24.6,7.04,0.261,0.476,max
5.93,383,38.1,6.55,1.068,0.375,max
4.746,461,33.6,10.0,0.56,1.02,med
3.48,78,34.0,8.79,0.343,0.166,max
3.911,350,33.8,9.01,0.67,1.001,med
5.153,175,39.4,5.57,1.086,0.76,max
0.833,40,23.3,7.05,0.835,0.913,min
4.354,499,25.7,8.94,0.976,0.3,med
0.28,19,20.6,7.39,1.037,1.022,min
2.615,251,36.9,9.62,0.359,0.702,med
0.727,24,21.1,6.95,0.856,0.821,min
2.431,193,43.8,6.49,0.762,0.974,max
3.533,259,25.9,7.83,0.789,0.169,max
3.24,126,32.3,7.04,0.893,0.683,max
4.086,115,29.7,7.04,1.103,0.132,max
4.587,295,36.3,7.04,0.98,0.521,max
4.823,238,26.2,4.56,0.224,0.372,max
5.185,112,36.0,7.57,0.477,0.335,med
3.644,172,20.2,6.39,1.061,0.483,med
4.333,197,38.8,6.99,1.065,1.1,med
3.803,201,31.6,6.51,0.262,0.541,med
0.795,20,21.3,6.88,1.036,0.857,min
3.715,86,21.0,6.45,0.728,0.721,max
2.12,168,30.4,7.09,0.819,0.608,med
0.219,39,21.0,6.66,0.866,1.076,min
4.762,176,33.3,4.96,0.368,0.65,max
12.648,350,33.9,3.09,0.32,0.225,max
5.144,260,22.1,7.04,0.474,0.326,max
4.605,87,43.7,9.42,0.981,1.01,max
3.899,120,21.4,7.04,0.521,0.169,med
3.999,177,23.8,7.04,0.49,0.212,max
4.024,120,24.5,5.91,0.567,0.981,med
2.396,274,32.5,6.96,0.128,0.214,max
4.299,365,40.1,6.64,0.515,0.578,med
0.723,14,20.2,6.76,1.038,0.771,min
14.288,255,33.4,3.71,0.277,0.297,max
3.332,225,23.3,5.05,0.218,1.181,max
4.364,153,36.8,5.38,0.48,0.279,max
2.196,102,30.8,6.34,0.793,0.612,med
5.461,225,44.1,3.68,0.97,0.604,max
3.509,168,43.3,7.89,0.174,0.326,max
4.372,115,41.8,5.57,0.622,0.346,max
3.703,242,28.9,7.54,0.559,0.372,med
4.029,238,37.8,7.92,0.666,0.817,max
4.351,154,22.0,8.14,0.279,0.928,med
3.762,104,35.4,9.13,0.573,0.21,max
3.428,199,39.8,7.04,0.347,0.595,max
3.862,184,31.4,7.71,0.573,0.588,max
5.0,160,44.7,6.72,0.788,0.461,med
5.468,240,36.8,4.74,0.916,0.655,med
3.701,70,27.3,6.4,0.822,0.562,med
4.085,300,38.6,7.09,1.137,0.475,max
3.822,459,22.7,6.9,0.512,0.793,max
4.093,240,26.6,3.96,0.269,0.433,max
0.637,24,21.5,6.83,1.069,1.051,min
0.365,31,23.6,6.77,0.965,0.799,min
3.11,305,38.4,7.04,0.283,0.509,max
4.764,200,20.9,7.92,0.828,0.269,max
2.939,127,36.0,7.87,0.665,0.954,med
3.371,194,21.7,5.85,0.246,0.827,med
4.303,183,24.7,7.71,0.679,0.654,med
10.748,264,40.5,3.12,0.428,0.381,max
4.694,278,40.3,6.64,0.574,0.498,max
4.01,171,41.7,7.38,0.552,0.885,med
3.626,215,24.6,8.76,0.927,0.685,max
4.256,331,36.8,7.25,0.472,0.678,max
3.573,403,43.7,8.04,0.688,0.394,max
3.39,327,34.1,6.5,0.753,0.52,max
4.444,255,33.7,8.76,0.233,0.714,max
2.96,288,21.1,7.04,1.009,0.616,med
4.442,377,38.3,7.04,0.586,1.137,med
4.689,249,26.0,5.77,0.787,0.409,max
3.736,300,43.9,7.34,0.359,1.143,max
4.37,322,24.0,7.45,0.17,0.251,med
3.934,338,35.0,7.67,1.101,0.113,max
4.294,145,33.8,5.58,1.158,0.381,max
3.164,112,30.5,5.06,0.496,0.947,med
4.829,235,25.0,5.1,0.726,0.915,max
0.117,9,24.0,6.68,1.061,0.845,min
4.242,217,26.8,7.5,1.187,0.168,med
2.937,281,32.3,6.27,1.121,0.107,med
0.43,16,24.1,6.86,0.912,0.967,min
10.926,215,39.8,4.68,0.28,0.35,max
3.707,126,27.4,6.03,0.513,0.572,med
4.402,343,33.6,4.34,1.135,0.509,med
14.684,213,49.1,5.11,0.219,0.081,max
4.521,176,31.3,6.98,0.857,0.524,med
4.897,154,28.4,7.71,0.917,0.966,med
0.419,9,22.9,6.54,0.986,0.967,min
2.939,142,25.6,8.56,0.702,0.627,med
3.142,121,22.6,6.03,0.136,0.882,med
0.296,10,20.4,7.2,0.936,1.04,min
3.031,192,28.1,6.97,0.765,0.637,max
2.293,241,25.0,6.1,1.008,0.955,max
3.928,230,37.7,5.2,1.075,0.168,max
4.315,161,41.8,6.0,1.191,0.845,med
0.566,35,23.3,6.72,1.085,0.845,min
4.375,141,27.9,8.93,0.476,0.697,max
2.861,76,21.8,6.47,1.17,0.977,max
4.241,169,23.7,6.94,1.135,1.033,med
4.46,278,36.7,5.51,0.589,0.304,max
4.749,244,39.9,6.32,0.989,0.25,max
19.422,400,48.9,3.66,0.345,0.321,max
3.47,182,39.8,7.04,0.959,0.506,max
4.11,219,25.4,7.04,1.188,0.174,med
3.598,191,40.1,4.81,0.829,0.959,max
3.506,158,20.3,8.58,0.289,0.324,max
3.895,302,40.7,9.67,0.725,0.516,max
3.687,86,24.2,7.57,0.123,0.901,max
2.891,115,21.7,6.44,0.981,0.528,med
4.179,154,24.1,6.94,0.123,0.624,med
4.573,81,26.5,10.28,0.247,0.606,max
3.282,136,37.6,3.23,0.956,0.754,max
4.135,242,33.5,6.47,1.072,0.237,med
3.75,312,27.0,7.12,0.118,0.948,max
4.149,228,26.2,6.93,0.159,0.977,max
4.087,113,22.2,6.62,1.068,0.488,max
5.251,163,33.6,7.02,0.607,0.844,med
3.756,213,35.6,8.07,0.39,0.292,med
3.746,293,24.5,6.34,0.876,0.793,max
17.152,328,45.7,5.28,0.329,0.122,max
3.547,163,28.2,6.62,0.986,0.681,max
4.318,188,29.6,7.54,0.852,0.629,med
4.552,499,27.5,9.08,0.239,0.62,med
3.929,282,25.7,9.58,0.419,0.482,max
2.414,254,44.4,7.46,0.798,0.675,max
2.475,294,27.1,7.04,0.118,0.346,med
3.547,189,33.6,7.42,0.815,0.716,med
0.771,26,20.4,7.04,1.035,1.048,min
3.038,94,24.8,6.75,0.818,0.733,med
4.212,150,41.9,6.12,0.916,1.087,max
3.259,178,20.8,4.79,0.732,0.202,med
2.963,182,33.5,5.47,0.166,0.251,med
4.085,286,31.4,5.74,0.889,0.532,max
8.843,266,35.3,5.15,0.3,0.32,max
2.922,276,42.8,6.25,0.477,0.806,med
2.949,177,28.3,7.45,0.691,0.293,max
4.076,289,30.1,6.54,0.468,0.373,med
3.473,68,31.4,6.31,0.775,0.478,med
2.975,205,21.8,4.08,0.283,0.642,med
4.536,314,43.9,7.04,0.998,0.287,max
5.32,308,42.2,8.02,0.942,0.413,med
3.302,205,30.5,7.89,1.048,0.64,max
2.941,390,33.3,8.55,0.735,0.306,max
4.627,97,34.6,7.04,0.942,0.745,med
0.367,27,24.5,6.75,0.964,1.052,min
3.569,157,44.1,8.59,0.444,0.813,max
3.976,303,31.6,9.62,1.052,1.126,med
2.286,112,27.0,5.56,0.828,0.512,med
8.728,295,46.8,5.19,0.221,0.393,max
4.643,244,27.1,9.32,1.127,0.202,med
4.49,139,28.7,5.84,0.192,0.298,med
1.604,190,32.1,7.71,0.581,0.685,med
2.826,235,23.0,7.97,0.563,0.391,med
4.321,349,20.2,7.19,0.516,0.458,max
0.178,43,21.3,6.63,1.155,1.132,min
15.576,422,44.5,3.63,0.449,0.118,max
5.096,493,49.4,3.99,0.391,0.188,max
4.5,142,34.7,6.66,0.839,0.475,med
3.009,202,39.9,8.72,0.633,0.269,max
4.008,82,40.2,9.04,0.905,0.574,max
3.156,208,29.7,4.73,0.95,0.847,med
3.652,279,25.1,9.87,0.169,0.993,max
4.632,217,40.2,7.88,0.279,0.278,max
5.454,199,31.0,6.89,0.449,0.939,max
4.532,153,38.1,7.38,0.364,0.211,max
2.989,103,36.0,6.91,1.156,0.678,max
3.243,109,21.9,7.61,0.906,0.564,max
4.501,269,28.5,7.04,0.871,0.18,max
2.128,184,25.3,7.89,0.626,0.805,med
3.661,152,24.3,5.91,0.976,0.595,med
3.787,99,24.9,7.04,0.701,1.138,med
3.969,243,43.5,6.97,0.812,0.13,med
2.627,96,26.3,8.0,1.079,0.454,min
4.904,162,37.6,7.04,0.805,0.86,med
2.729,190,25.5,7.76,0.396,0.657,max
3.085,161,35.5,6.65,1.08,0.214,max
4.656,190,24.1,8.98,0.372,0.252,max
3.808,277,35.9,7.04,0.642,0.407,med
8.064,325,36.7,3.0,0.466,0.388,max
19.357,328,41.1,5.24,0.31,0.333,max
4.659,223,41.1,7.04,0.61,0.369,max
2.724,190,22.5,7.04,0.933,0.639,med
4.439,193,22.7,5.48,0.985,0.691,med
4.402,203,39.0,3.78,1.048,1.023,max
2.988,201,23.6,8.85,0.332,0.428,max
4.11,51,23.7,4.7,0.49,0.401,med
4.158,260,35.7,6.73,0.691,0.712,med
3.993,270,29.8,7.04,1.117,0.191,med
1.326,181,32.8,6.76,0.887,0.617,med
3.351,173,34.8,6.22,0.884,0.606,med
3.436,106,26.3,5.8,0.746,0.76,med
4.191,238,27.8,6.4,0.976,0.949,max
3.766,61,26.2,6.73,0.462,0.238,med
3.322,196,35.1,6.78,0.943,0.202,max
3.566,140,32.2,6.92,0.881,1.051,med
4.834,273,37.9,6.16,0.851,0.093,med
4.309,306,26.6,7.15,0.149,0.227,max
4.156,279,38.2,8.92,0.631,0.746,med
3.749,171,30.0,7.92,0.521,0.652,med
0.919,29,24.8,6.93,0.925,0.952,min
4.145,220,27.4,7.3,0.65,0.712,max
4.129,175,35.7,7.04,1.054,0.221,max
5.256,357,24.4,6.98,0.107,0.307,med
4.606,258,23.8,9.4,0.158,1.151,max
2.26,283,20.1,5.23,0.19,0.728,max
4.481,341,35.4,9.81,0.872,0.707,med
7.848,211,39.7,5.01,0.236,0.228,max
2.973,175,32.1,6.86,0.736,0.653,med
3.624,168,26.8,7.06,0.729,0.783,med
4.828,307,24.6,6.65,0.542,0.81,max
2.436,194,30.8,8.98,1.165,0.702,max
4.71,268,23.8,7.04,0.315,0.429,med
5.03,168,43.3,7.38,0.5,0.845,max
5.266,216,24.7,9.24,0.228,0.463,max
3.908,167,39.0,7.13,1.064,0.631,med
4.401,289,32.8,8.45,0.789,0.715,max
4.9,211,27.0,5.9,0.742,0.534,med
5.04,236,26.9,7.68,1.195,0.538,max
4.121,355,25.8,6.92,0.221,1.071,med
7.713,439,38.7,4.83,0.268,0.281,max
4.806,130,35.6,6.02,0.143,0.346,max
3.232,329,32.2,7.04,0.755,0.816,max
0.617,27,21.2,6.68,0.888,0.825,min
16.344,336,40.0,5.34,0.2,0.098,max
4.276,302,30.1,6.59,0.841,0.661,max
4.317,219,27.1,7.75,0.35,0.198,med
3.329,275,22.0,7.82,0.533,0.105,max
3.018,155,32.4,6.78,0.16,0.988,med
10.161,356,40.5,5.2,0.302,0.253,max
4.422,166,30.0,6.02,0.84,0.915,med
4.789,99,32.9,4.08,0.219,0.652,med
3.258,116,37.2,7.65,0.556,0.521,max
5.704,278,20.5,8.38,1.142,0.195,max
11.397,384,34.4,3.22,0.169,0.257,max
4.669,328,21.4,10.49,0.851,0.844,med
3.33,159,37.0,4.92,0.469,1.026,med
4.531,174,38.7,7.59,0.836,0.239,med
3.613,131,28.1,6.21,0.399,0.702,max
4.096,68,26.1,6.95,0.428,0.574,med
4.281,287,25.7,3.26,1.167,0.438,max
4.237,44,29.8,9.5,0.704,0.427,max
4.337,220,22.6,7.23,0.193,0.447,med
4.224,201,37.6,5.49,0.694,1.09,max
3.81,166,20.2,11.18,0.923,0.789,max
3.332,169,38.3,6.45,1.14,0.748,max
3.183,171,38.5,9.56,1.003,0.328,max
16.939,252,44.4,3.55,0.187,0.4,max
5.581,283,41.4,7.83,0.204,0.717,max
2.885,139,44.3,7.72,0.705,1.012,max
4.271,66,34.8,7.94,1.148,0.527,max
5.412,192,28.1,5.87,1.046,0.679,med
5.103,263,44.3,4.03,0.261,0.404,max
3.245,157,38.3,6.77,0.443,0.104,max
0.711,18,22.8,6.98,1.065,1.125,min
3.64,174,33.4,7.37,0.676,0.694,med
4.511,305,26.8,8.22,0.331,0.73,med
14.891,373,47.7,3.72,0.287,0.298,max
5.002,346,22.3,6.48,0.915,0.354,max
4.103,153,20.3,7.19,0.588,0.757,max
4.402,326,24.6,6.81,0.548,0.307,max
4.427,353,32.5,5.32,0.251,0.302,med
3.269,175,42.3,5.67,0.43,0.472,max
19.281,421,43.2,5.2,0.12,0.153,max
3.708,157,30.2,7.47,0.414,0.133,med
2.405,90,33.3,6.28,0.816,0.807,med
3.893,261,43.2,7.04,0.158,0.148,med
3.649,167,27.6,7.99,0.927,0.22,max
7.152,245,40.4,4.49,0.132,0.426,max
3.309,157,32.0,7.78,0.519,0.382,max
4.976,139,28.4,8.21,0.637,0.972,med
3.744,130,25.1,6.1,0.505,0.638,med
3.983,90,33.2,8.97,0.655,0.421,max
4.535,56,34.2,7.86,0.554,0.461,max
0.488,39,21.0,7.01,1.037,0.769,min
3.525,391,37.3,7.61,1.119,1.048,med
3.882,200,36.2,7.04,0.372,0.75,max
5.112,242,38.7,8.52,1.007,1.023,max
3.893,165,42.0,8.3,0.7,0.477,max
4.583,143,39.2,7.04,0.716,0.845,max
3.251,56,25.4,6.9,0.637,0.742,med
2.814,119,24.9,7.04,0.634,1.018,max
2.742,126,33.7,5.74,0.311,0.721,med
4.384,213,43.4,7.26,0.476,0.154,max
4.219,256,44.1,7.04,0.614,0.373,med
4.823,350,36.1,7.78,0.871,1.052,med
5.345,104,40.0,4.91,0.942,0.277,max
3.58,194,26.2,7.88,0.477,0.822,med
3.569,209,43.7,6.43,0.228,0.357,max
3.082,185,36.0,8.65,0.83,0.705,max
3.831,116,27.9,7.39,0.891,1.026,max
5.164,97,29.8,6.64,0.183,0.202,med
3.403,284,31.3,7.04,0.456,0.893,max
4.898,210,38.4,7.32,0.36,0.642,max
3.847,169,22.4,6.77,1.119,0.098,med
4.793,350,23.4,7.66,0.435,0.631,med
3.652,157,27.3,9.06,0.27,0.644,med
3.765,210,26.3,7.04,0.632,0.499,max
4.082,225,21.3,7.04,0.315,1.033,med
3.187,139,31.4,7.51,0.608,0.78,med
3.505,172,41.0,5.12,0.561,0.192,max
5.303,162,42.0,5.87,0.531,0.323,max
3.748,134,21.7,6.5,0.545,0.655,med
4.067,298,39.9,5.6,0.501,0.694,max
3.513,134,29.7,5.72,0.785,0.505,max
3.272,142,42.3,6.52,1.05,0.621,max
4.363,499,40.1,8.14,0.462,0.401,med
0.839,30,20.2,7.43,1.076,1.021,min
0.613,34,23.1,6.96,0.952,1.095,min
5.478,215,36.1,10.6,0.472,0.661,max
4.002,80,21.6,5.76,0.606,0.27,med
2.95,222,40.3,5.35,1.088,0.217,max
4.719,395,38.7,9.24,0.111,0.697,med
4.254,111,29.3,7.83,0.874,1.031,max
4.564,291,23.0,6.89,0.474,0.487,med
4.365,133,41.4,8.9,1.112,0.597,max
3.181,342,26.4,6.59,0.178,0.699,med
5.56,177,42.7,6.69,0.19,1.149,max
3.828,48,21.8,8.88,0.946,0.487,med
4.494,219,43.8,7.04,0.386,0.813,max
4.904,306,36.8,6.67,0.324,0.601,med
4.416,118,34.4,10.81,1.002,0.485,max
3.634,230,28.4,4.84,0.54,0.106,max
4.37,264,28.1,8.09,0.368,0.94,max
3.528,195,28.9,8.76,0.552,0.715,max
3.763,270,27.4,7.11,0.358,0.959,max
4.357,254,24.1,6.97,1.157,1.028,max
3.879,181,41.6,8.81,1.167,0.854,max
4.327,171,21.2,4.14,0.495,0.733,max
4.591,393,33.3,6.1,0.107,0.57,max
3.584,268,27.3,3.85,0.993,0.506,max
2.768,94,36.5,9.53,0.272,0.094,max
4.284,160,23.4,6.38,0.122,0.888,max
4.221,210,44.1,6.3,1.107,0.89,max
4.833,171,20.7,7.75,0.811,0.71,med
4.77,259,21.8,6.16,0.194,0.698,max
3.858,112,22.3,10.3,1.195,0.397,max
4.322,413,23.0,7.04,1.039,0.818,med
3.562,262,21.0,6.89,0.979,1.023,max
3.193,85,29.1,9.65,0.342,0.668,max
3.757,197,39.5,5.85,0.904,0.974,max
4.055,227,29.6,9.07,0.712,0.439,max
4.281,234,30.4,6.1,1.03,0.115,med
4.484,442,44.5,4.57,1.083,0.27,max
11.258,248,35.9,4.05,0.403,0.409,max
4.026,212,33.0,7.34,0.383,0.897,max
1.326,52,25.8,7.73,0.597,0.592,med
4.743,257,30.7,7.18,0.192,0.693,med
3.772,344,25.9,8.46,0.878,0.187,max
5.092,282,39.0,6.84,1.123,0.916,max
5.07,168,38.1,2.95,0.855,0.488,max
3.884,333,24.5,5.92,0.46,0.958,max
4.169,180,36.5,9.5,0.972,0.37,med
4.112,320,42.4,7.94,0.908,0.934,max
0.742,32,23.5,6.71,0.855,0.756,min
3.997,164,40.5,7.27,0.489,0.347,max
3.031,220,40.3,7.7,0.478,0.831,max
2.032,148,33.0,7.45,0.804,0.525,med
3.388,205,23.5,8.58,0.838,0.936,med
3.929,179,24.9,8.9,0.799,0.588,max
13.75,465,35.6,4.49,0.366,0.218,max
4.169,360,22.0,7.3,0.939,0.173,med
4.932,261,33.0,6.98,0.33,0.097,max
2.901,307,39.3,6.89,0.953,0.985,med
19.822,345,36.0,5.23,0.284,0.334,max
4.979,113,32.9,6.96,0.498,0.942,med
5.112,319,22.9,6.73,1.171,0.82,med
1.66,257,32.0,7.04,0.889,1.067,med
17.614,266,39.5,5.02,0.429,0.204,max
4.649,223,35.6,7.04,1.007,0.565,med
2.691,178,22.7,6.92,0.546,0.349,max
4.059,399,29.8,7.04,0.335,1.009,max
4.132,293,32.9,5.81,1.172,0.832,max
1.91,95,31.9,5.67,0.28,0.369,max
3.948,177,26.0,7.64,0.277,0.767,med
3.458,174,36.6,7.04,0.376,0.691,max
4.414,273,25.3,7.04,0.324,0.491,max
4.053,37,30.2,9.95,0.958,0.462,max
4.329,195,31.3,7.04,0.341,0.802,med
4.644,198,21.1,5.61,0.336,0.12,max
0.689,48,20.6,6.6,1.09,0.981,min
4.366,288,22.3,7.04,0.722,0.486,med
3.266,210,40.0,7.09,0.243,0.328,med
3.775,283,40.7,9.0,0.993,0.108,med
3.701,344,36.6,7.95,1.113,0.375,max
15.526,366,39.1,5.28,0.108,0.176,max
2.283,25,21.4,8.69,0.371,0.343,max
4.289,238,22.9,8.29,0.721,0.784,med
3.673,96,21.3,6.66,0.765,0.437,max
3.842,249,34.6,2.13,0.601,0.574,max
17.036,458,35.3,5.38,0.232,0.315,max
2.36,66,32.9,7.87,0.529,0.832,med
4.28,91,39.0,7.46,0.348,0.322,max
3.864,231,31.5,8.82,0.947,0.1,max
3.356,163,42.9,6.34,0.785,0.364,med
4.709,311,37.3,8.17,0.788,0.245,med
4.399,156,33.8,7.22,1.025,0.376,max
14.107,316,37.1,3.24,0.226,0.089,max
4.269,169,34.6,6.84,0.695,0.611,med
6.073,193,22.3,6.42,1.181,0.719,med
4.828,212,22.7,8.34,0.143,0.749,max
16.766,379,40.0,5.39,0.316,0.292,max
3.533,233,30.2,7.82,0.725,0.694,med
4.943,168,32.6,3.73,1.172,0.651,max
10.993,298,33.2,5.07,0.42,0.092,max
3.676,231,36.5,7.02,0.926,0.158,max
4.219,146,42.2,9.88,1.033,0.122,max
4.856,258,21.7,5.65,0.307,1.134,med
3.876,229,26.2,8.49,0.576,0.385,max
3.027,461,32.4,6.83,0.355,0.618,max
4.296,172,28.1,8.18,0.319,0.833,max
0.333,8,20.4,7.39,0.877,0.879,min
1.767,159,27.2,7.51,0.899,0.462,med
3.794,145,20.9,7.04,0.945,0.798,max
3.783,230,41.4,4.95,1.044,0.738,med
2.66,334,41.0,10.0,1.028,0.899,max
3.184,350,30.9,6.81,0.163,0.41,med
3.951,115,31.8,6.47,0.592,0.689,med
3.461,274,32.2,8.38,0.383,0.972,max
4.272,51,31.7,7.93,0.675,0.544,med
0.18,35,20.4,6.82,1.138,0.759,min
3.251,103,32.7,6.13,0.726,0.593,med
4.82,228,25.5,6.97,1.073,1.113,med
3.789,257,36.4,7.04,0.661,0.689,med
5.565,230,38.1,7.04,0.131,0.764,max
0.912,5,21.0,6.51,1.059,1.109,min
3.262,196,23.8,7.04,0.714,0.689,med
3.826,82,21.6,8.04,0.397,0.923,max
4.306,165,36.0,6.48,0.843,0.365,max
0.484,33,22.6,7.23,0.833,0.774,min
4.944,308,20.6,7.16,0.953,1.029,med
4.865,230,26.5,5.04,0.892,0.895,med
3.463,116,25.6,7.53,0.566,0.955,max
3.488,364,38.0,8.47,0.957,0.319,med
4.26,222,41.5,9.05,0.24,0.358,med
14.192,481,44.3,3.19,0.242,0.27,max
4.511,252,22.9,7.13,0.738,0.634,med
1.992,103,29.2,5.61,0.556,0.561,med
2.691,198,30.1,6.3,0.588,0.59,med
2.402,164,42.0,7.82,0.333,0.526,max
3.499,246,22.4,7.04,0.147,0.606,med
0.492,33,23.3,7.4,1.055,0.996,min
4.273,50,26.7,7.35,0.627,0.491,med
0.383,22,22.7,7.42,0.939,0.889,min
1.059,193,26.8,7.19,0.783,0.694,med
5.507,482,38.2,2.57,1.045,0.99,max
3.953,323,23.5,7.04,0.893,0.654,med
3.763,358,42.8,7.21,0.72,0.935,med
4.158,332,25.0,5.7,0.322,0.595,max
2.958,270,24.2,7.16,0.676,0.109,med
3.802,242,28.5,8.74,0.361,0.249,med
3.826,446,28.2,5.6,1.017,0.883,max
3.283,152,42.7,6.91,0.245,0.491,max
3.97,168,34.4,6.66,0.157,0.103,med
4.179,171,43.8,6.7,0.801,0.577,med
1.822,192,24.1,7.99,0.771,0.781,med
19.567,368,45.2,3.17,0.267,0.097,max
3.176,208,44.1,7.58,1.178,0.396,max
2.029,202,32.2,7.04,1.115,0.422,max
4.28,239,36.9,8.08,0.752,0.335,med
4.559,93,34.5,7.04,0.747,0.151,max
3.804,197,40.7,6.16,0.422,0.968,max
3.29,96,30.4,10.25,1.001,0.652,max
4.728,216,20.6,7.04,0.288,0.706,med
4.275,241,42.5,6.82,0.196,0.424,med
1.873,174,36.3,9.34,1.067,0.24,max
3.998,171,29.6,5.94,0.505,0.321,med
4.471,101,25.7,5.56,0.758,0.705,med
3.776,182,29.4,8.53,0.375,0.34,med
3.6,156,21.6,5.57,0.811,0.218,max
6.495,91,37.8,7.61,1.026,0.297,max
