turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
3.93,509.0,28.3,6.75,0.816,0.476,min
4.82,785.8,32.8,7.09,0.05,0.105,max
5.66,390.1,31.6,7.74,0.582,0.928,med
2.1,274.7,25.9,6.51,0.568,1.07,med
1.95,208.5,40.6,7.3,0.533,0.813,med
0.54,31.0,23.2,7.01,0.972,0.9,min
8.23,601.4,30.2,4.8,1.191,0.535,max
0.52,11.3,21.6,6.71,0.869,1.115,min
0.06,36.1,28.4,7.46,0.814,0.936,min
1.04,86.0,20.0,7.15,0.908,1.014,min
13.13,350.0,35.2,9.97,0.707,0.404,max
8.19,628.9,32.2,10.61,0.223,0.634,max
6.06,726.4,42.6,9.96,0.943,0.05,max
8.39,923.4,51.2,10.34,0.601,0.425,max
10.01,557.5,48.7,5.2,0.762,0.282,max
4.0,718.3,44.6,10.05,0.471,0.309,max
4.0,1025.4,43.5,6.78,0.306,0.56,max
11.13,800.7,31.8,8.9,0.458,0.491,max
0.22,61.9,23.0,6.93,0.893,1.041,min
0.18,129.7,25.1,7.51,1.04,0.759,min
5.39,652.2,46.5,5.8,1.002,0.553,max
0.16,40.1,19.9,6.63,0.813,0.564,min
6.37,689.4,38.5,7.34,0.866,0.294,max
4.19,475.6,28.1,5.5,0.749,0.802,med
2.25,150.0,37.5,6.28,0.748,0.771,med
2.77,463.2,32.2,6.98,0.591,0.38,min
12.49,674.7,19.7,8.8,0.241,0.427,max
0.28,104.0,23.6,7.22,0.696,0.962,med
3.2,588.7,24.5,7.23,0.749,0.426,med
0.06,34.3,20.7,6.68,0.832,0.877,min
4.84,574.3,38.3,5.51,0.517,0.357,max
10.36,509.9,29.8,5.24,0.607,0.373,max
10.05,601.2,35.7,8.89,0.369,1.008,max
6.98,796.7,47.1,8.83,0.103,0.197,max
9.15,570.0,41.7,5.49,0.357,0.05,max
8.7,810.1,36.3,4.68,0.642,0.435,max
3.56,457.4,31.5,6.84,0.853,0.73,med
8.76,993.2,37.2,6.49,0.535,0.179,max
4.86,767.8,55.0,8.8,0.645,0.293,max
0.11,10.0,22.8,7.21,0.698,0.677,min
10.77,863.8,35.9,9.4,0.298,0.443,max
3.09,150.0,27.6,6.92,0.94,0.653,med
4.74,544.5,39.6,6.19,0.35,0.05,max
9.58,931.0,29.7,6.5,0.151,0.05,max
9.74,350.0,39.3,9.63,0.757,0.185,max
0.68,19.9,24.5,7.22,0.901,0.751,min
0.38,71.0,24.5,7.53,0.949,0.77,min
4.28,425.5,25.0,7.83,0.882,0.516,med
1.66,187.1,37.5,7.54,0.728,0.519,med
8.85,572.6,31.7,9.68,0.488,0.36,max
0.19,158.1,17.4,7.06,0.903,1.101,min
0.05,134.2,26.1,6.64,0.967,0.978,min
7.67,392.2,37.0,6.93,0.427,0.263,max
1.21,371.6,32.0,5.55,0.659,0.793,med
4.39,229.7,24.1,6.55,0.579,0.956,med
0.09,60.4,21.3,7.22,0.797,0.83,min
10.31,1007.6,44.5,5.19,0.347,0.561,max
4.0,291.3,38.0,8.47,0.827,0.414,med
4.55,771.6,35.6,4.68,0.546,0.1,max
3.11,150.0,38.4,5.93,0.765,0.63,med
0.06,80.7,27.5,6.77,0.924,1.074,min
0.51,29.5,23.0,7.48,0.741,0.328,min
0.16,126.2,26.8,7.37,1.041,0.72,min
4.79,743.9,47.6,4.21,0.178,0.05,max
8.32,764.6,49.5,9.23,0.223,0.05,max
7.69,437.0,44.0,8.8,0.384,0.316,max
0.27,223.4,24.1,7.16,0.661,0.736,min
3.76,577.5,16.5,6.97,0.637,0.839,med
9.7,917.3,28.8,10.09,0.528,0.741,max
0.1,98.7,22.4,7.28,1.085,0.772,min
4.11,241.6,33.6,7.43,0.636,0.97,med
11.61,640.5,33.4,7.5,0.159,0.33,max
0.1,90.7,21.3,7.25,1.2,0.836,min
2.24,434.2,29.2,5.5,0.786,0.728,med
9.23,885.2,34.6,6.86,0.169,1.013,max
7.64,512.9,34.9,7.18,0.655,0.63,max
0.05,122.6,27.4,7.38,1.044,0.814,min
4.45,936.7,44.9,10.3,0.05,0.062,max
1.0,415.3,33.2,7.54,0.568,0.601,med
5.81,459.4,24.9,8.29,0.753,0.571,med
10.3,450.2,41.0,5.67,0.062,0.511,max
3.97,453.0,20.4,5.5,0.587,1.01,med
3.3,360.2,12.9,7.02,0.335,0.406,med
0.07,89.1,22.6,7.34,0.933,0.931,min
4.87,501.7,30.5,8.48,0.776,0.606,med
2.58,250.1,25.0,9.18,0.62,0.831,med
3.88,421.9,34.2,6.72,0.736,0.387,med
1.0,198.2,28.3,6.07,0.106,0.92,med
0.07,63.0,21.3,6.73,0.87,1.15,min
0.05,78.5,21.6,6.5,0.662,0.964,min
0.38,157.2,21.2,7.04,0.73,0.722,min
4.0,527.2,42.2,6.59,0.619,0.633,med
6.67,350.0,49.0,3.88,0.407,0.271,max
1.94,394.3,25.7,7.43,0.691,0.665,med
7.45,399.5,33.4,7.09,0.542,0.162,max
11.79,811.5,42.4,3.15,0.632,0.467,max
3.94,383.6,29.8,7.11,0.874,0.655,med
0.14,128.2,22.8,7.17,1.196,0.642,min
0.23,25.4,22.9,7.53,1.066,0.912,min
4.7,165.3,35.4,6.36,0.456,0.789,med
2.54,150.0,31.6,7.19,0.912,0.707,med
3.88,215.7,35.5,7.92,0.627,0.607,med
1.96,289.1,27.0,7.41,0.828,0.829,med
6.03,732.8,39.6,7.6,0.592,0.399,max
4.92,256.2,25.1,7.3,0.487,0.614,med
0.59,113.0,19.2,8.16,1.177,1.055,min
0.1,19.4,23.3,6.51,0.761,0.774,med
4.91,403.5,24.4,8.34,0.428,0.632,med
6.91,462.8,18.7,8.5,0.939,0.594,med
5.47,553.4,30.5,5.96,0.634,0.64,med
4.63,385.4,26.0,7.18,0.972,0.641,med
0.94,92.0,16.5,7.01,1.1,0.997,min
4.0,484.3,31.9,6.86,0.46,0.375,max
10.44,509.9,40.0,5.63,0.379,0.214,med
5.21,286.7,12.9,6.96,0.703,0.795,med
1.93,382.3,28.3,7.0,0.596,0.534,med
2.97,434.1,34.4,7.81,0.638,0.432,med
0.48,10.0,20.4,7.41,0.505,0.851,min
5.4,564.9,31.1,7.47,0.797,0.722,max
4.18,208.3,27.6,7.84,0.68,0.461,med
5.16,288.4,29.2,7.0,0.55,0.635,med
4.0,688.2,37.0,9.75,0.544,0.244,max
0.3,10.0,23.7,7.01,0.723,0.92,min
3.72,419.0,33.8,7.79,0.666,0.621,med
7.3,773.3,32.3,9.61,0.687,0.539,max
8.4,350.0,33.3,6.75,0.276,0.131,max
0.22,201.6,20.3,6.7,0.956,0.657,min
0.89,148.5,19.6,6.56,0.839,0.837,min
4.51,436.0,20.5,5.53,0.7,1.008,med
0.12,10.0,26.1,7.37,0.965,0.525,min
4.18,382.0,26.4,5.5,0.606,0.421,med
9.91,350.0,33.3,8.92,0.832,0.532,max
2.76,195.9,37.8,8.11,0.742,0.657,med
3.24,261.9,18.4,7.71,0.666,0.684,med
0.81,25.9,25.3,7.08,0.891,0.924,min
4.0,544.0,36.9,5.43,0.05,0.848,max
8.55,885.3,47.4,7.02,0.422,0.332,max
4.92,382.9,20.8,5.5,0.627,0.636,med
5.58,307.3,37.1,7.43,0.697,0.472,med
3.62,256.4,34.3,7.15,0.513,0.818,med
2.08,319.5,21.1,5.5,0.905,0.649,med
0.37,65.9,25.4,7.08,0.683,0.899,min
0.45,89.2,22.8,6.88,1.052,0.789,min
0.2,220.4,17.6,6.82,0.429,0.829,min
10.34,477.9,36.1,9.13,0.723,0.494,max
8.68,521.9,33.9,6.8,0.374,0.312,max
7.4,465.1,29.3,2.5,0.159,0.503,max
4.05,379.4,24.4,7.57,0.366,0.848,med
1.94,252.5,32.3,9.01,0.71,0.487,med
9.43,350.0,35.5,10.3,0.382,0.563,max
8.35,643.7,39.2,3.75,0.395,0.461,max
0.09,81.8,16.0,6.97,0.95,0.789,min
6.06,767.8,27.4,8.8,0.619,0.435,max
0.78,134.1,22.1,6.88,0.863,0.897,min
0.29,191.2,24.8,6.98,0.812,0.757,min
7.73,961.4,24.4,4.53,0.141,0.05,max
2.17,443.2,22.0,6.63,0.1,0.73,med
3.21,429.9,29.1,8.61,0.493,0.826,med
6.69,758.7,22.6,7.26,0.729,0.635,max
1.0,384.5,22.9,6.19,0.65,0.55,med
11.45,973.0,41.5,9.97,0.712,0.27,max
0.87,84.8,20.4,7.12,1.014,0.823,min
9.8,386.6,44.2,9.03,0.54,0.389,max
3.09,219.4,28.7,6.79,0.772,0.929,min
0.15,17.3,23.5,7.07,0.897,0.834,min
10.29,534.1,32.4,4.24,0.053,0.415,max
3.71,542.4,30.8,7.91,0.727,0.785,med
6.35,874.6,37.9,9.88,0.657,0.496,max
4.87,457.8,28.7,5.96,0.578,0.769,med
13.12,834.6,45.4,4.79,1.168,0.718,max
0.17,50.4,26.7,7.1,0.953,0.764,min
0.18,61.4,27.9,7.1,0.986,0.897,min
4.0,629.3,34.1,8.8,0.573,0.69,max
0.39,79.4,26.0,7.06,1.079,0.829,min
14.83,705.0,34.7,6.0,0.518,0.406,max
0.43,110.9,21.9,7.65,0.736,0.941,min
10.7,355.1,55.0,6.59,0.861,0.469,max
4.0,626.7,25.6,4.75,1.159,0.429,max
6.44,350.0,46.2,9.56,0.763,0.232,max
3.2,150.0,17.9,7.98,0.554,0.469,med
1.0,448.1,33.0,7.84,0.761,0.223,med
7.87,582.9,32.8,7.21,0.116,0.705,max
0.11,131.8,23.0,7.02,0.844,0.851,min
0.7,134.2,22.7,7.38,0.664,0.681,min
2.53,451.6,28.1,6.48,0.824,0.505,med
2.75,228.4,24.2,5.77,0.786,0.359,med
0.26,101.6,24.0,7.18,0.81,0.755,max
0.62,119.7,19.2,7.51,0.755,0.889,min
9.2,1110.0,24.9,5.8,0.647,0.372,max
0.91,68.2,25.5,7.37,0.755,0.769,min
4.32,456.4,29.3,6.58,0.63,0.655,med
0.29,143.7,26.4,6.5,0.846,0.682,min
0.57,23.3,24.0,7.7,0.974,0.695,min
1.88,390.3,31.1,5.75,0.623,0.529,med
0.43,63.0,25.0,6.74,0.87,0.849,min
4.99,572.9,27.6,5.99,0.672,0.205,min
5.24,810.9,52.9,4.99,0.433,0.755,max
7.52,868.4,40.5,9.11,0.05,0.568,max
0.05,168.2,21.1,7.79,0.79,0.64,min
2.56,326.3,36.0,5.88,1.126,0.501,med
0.12,112.9,26.9,7.26,0.817,0.926,min
12.73,645.5,29.7,9.86,0.749,0.449,max
4.31,563.4,46.3,10.79,0.284,0.591,max
5.92,452.4,39.5,7.46,0.47,0.29,max
0.31,50.4,23.1,6.63,0.969,0.711,max
9.94,524.7,42.8,4.21,0.868,0.451,max
4.06,433.1,41.0,10.09,0.675,0.361,max
6.54,758.9,50.7,7.42,1.041,0.346,max
4.0,736.0,31.3,9.49,0.205,0.51,max
5.71,560.0,29.1,7.2,0.871,0.57,max
7.82,1039.4,45.3,7.84,0.203,0.372,min
8.32,744.2,35.0,4.52,0.669,0.943,max
7.16,977.7,35.4,9.54,0.591,0.645,max
3.86,482.4,12.8,7.49,0.608,0.742,med
1.33,51.5,21.7,7.16,0.887,0.794,min
5.16,200.0,25.5,8.03,0.763,0.64,med
2.39,534.6,23.8,5.81,0.658,0.544,med
5.65,266.5,31.2,8.36,0.6,0.756,med
1.95,600.0,33.6,6.81,0.545,0.627,med
2.47,267.8,24.7,6.41,0.444,0.425,max
5.77,811.7,39.5,6.64,0.437,0.902,max
0.27,56.1,21.0,6.65,0.621,0.975,min
0.09,58.7,24.2,7.06,1.03,0.709,min
1.0,150.0,20.9,7.82,0.573,0.742,med
9.19,662.4,55.0,5.22,0.367,0.432,max
12.09,687.8,50.7,9.56,0.821,0.721,max
1.5,10.0,25.6,7.39,1.117,0.781,min
11.15,1018.1,44.0,4.9,0.771,0.159,max
11.54,464.5,40.7,5.49,0.556,0.547,max
10.31,607.3,41.9,4.11,0.564,0.351,max
1.87,177.9,28.6,6.46,0.884,0.799,med
7.87,350.0,44.3,9.89,0.176,0.465,max
2.2,503.0,20.9,7.83,0.864,0.455,med
2.6,424.0,20.2,7.19,0.812,0.61,med
0.17,87.8,23.0,6.81,0.562,0.915,min
0.14,77.3,20.1,6.66,0.662,0.912,min
0.11,55.3,24.1,7.7,0.8,0.74,min
9.32,785.2,36.7,7.18,0.665,0.659,max
5.04,749.7,38.2,3.95,0.563,0.05,max
0.2,63.7,21.2,7.96,1.06,0.581,min
3.68,436.5,22.8,8.7,0.291,0.941,med
7.27,609.1,34.2,4.27,0.159,0.05,max
4.23,551.3,34.0,6.92,0.835,0.766,med
4.01,445.1,30.7,5.8,0.485,0.875,max
8.17,685.9,36.1,10.64,1.103,0.441,max
0.21,160.3,26.0,6.64,1.063,0.827,min
3.3,256.6,25.3,6.73,1.023,0.839,med
6.66,651.4,46.6,4.6,0.858,0.576,min
3.74,543.8,36.1,7.65,0.795,0.773,med
0.25,114.9,24.5,6.68,0.933,0.925,min
0.07,165.4,23.2,6.5,0.95,0.693,min
1.35,600.0,18.1,7.01,0.929,0.857,med
0.54,166.1,22.3,7.59,1.078,0.666,min
4.77,150.0,33.8,5.6,0.893,0.579,med
1.0,527.3,26.3,5.88,0.755,0.691,max
0.95,112.9,26.8,7.37,0.612,0.891,min
5.0,552.3,26.0,5.64,0.772,1.027,med
0.08,87.4,21.1,7.24,0.811,0.769,min
4.0,544.8,25.5,6.51,0.627,0.214,max
4.76,436.9,24.9,7.91,0.468,0.865,med
5.88,638.5,30.7,9.72,1.157,0.424,max
2.25,449.5,31.1,6.96,0.501,0.505,med
0.22,80.3,19.8,7.37,0.872,0.998,min
4.76,396.4,42.3,6.67,0.375,0.45,max
0.13,128.6,22.2,7.64,0.996,1.15,min
6.32,775.8,38.2,7.33,1.14,0.504,max
1.0,394.1,23.8,7.87,0.839,0.944,med
1.63,426.4,30.8,6.64,0.642,0.744,med
3.85,356.8,37.4,7.66,0.562,0.633,med
8.1,650.5,20.1,5.56,0.272,0.463,max
0.05,74.1,19.7,6.68,1.19,0.826,min
0.2,115.9,23.4,7.37,0.793,0.792,min
9.0,758.1,52.4,6.96,1.2,0.607,max
10.71,425.8,38.3,3.6,0.397,0.072,max
4.42,340.1,26.1,7.17,0.931,0.875,med
1.43,61.1,22.7,7.45,0.896,0.817,min
3.22,181.4,25.9,5.5,0.849,0.803,med
2.78,411.9,37.7,6.48,0.434,0.776,med
4.0,855.5,24.8,5.48,0.498,0.233,max
0.18,193.5,21.6,7.18,0.728,0.851,min
1.19,396.3,25.8,6.78,0.931,0.512,med
0.32,195.7,22.9,7.0,0.874,0.957,min
4.26,285.0,16.1,6.5,0.639,0.587,med
0.36,75.3,21.6,6.78,0.963,0.855,min
4.17,536.9,34.6,6.16,0.827,0.517,med
1.04,91.5,22.9,7.04,1.069,0.992,min
10.21,375.2,37.1,8.81,0.874,0.644,max
0.32,145.0,22.5,6.88,0.693,0.74,min
0.09,147.0,27.5,7.1,1.2,0.541,min
4.0,743.5,32.7,6.86,0.422,0.691,max
0.3,48.5,25.6,6.63,0.95,0.728,min
0.27,64.8,20.1,7.68,0.801,0.785,min
0.45,53.2,24.0,7.03,0.914,0.667,min
7.09,898.5,52.5,2.83,0.353,0.528,max
0.1,63.0,26.2,7.4,1.169,0.784,min
5.66,350.0,36.3,5.02,1.171,0.132,max
3.4,204.5,31.9,7.04,0.733,0.509,med
2.91,482.9,24.9,8.0,1.112,0.436,med
0.17,46.1,19.5,7.4,1.077,0.922,min
0.1,10.0,23.8,7.54,0.709,0.952,max
0.1,84.2,26.0,7.39,0.908,1.15,min
0.23,35.9,23.6,7.28,0.936,0.928,min
3.75,498.3,40.4,7.85,1.073,0.524,med
5.97,376.4,39.5,8.8,0.092,0.087,max
2.38,385.0,29.7,6.83,0.827,0.445,med
4.0,969.9,41.2,7.07,0.05,0.171,max
4.84,567.7,47.1,10.97,0.248,0.293,max
0.49,10.0,17.6,7.63,0.624,0.985,min
7.0,566.8,37.0,6.67,1.185,0.724,med
1.03,58.6,24.7,7.62,0.979,1.055,min
8.64,705.5,40.0,10.11,0.518,0.123,max
4.31,999.6,34.1,9.68,0.318,0.05,min
9.15,908.8,39.3,6.65,0.828,0.618,max
0.15,35.2,23.1,7.17,0.935,0.521,min
0.33,137.8,22.5,6.87,1.024,1.011,min
13.49,728.7,44.2,9.97,0.547,0.339,max
0.35,80.2,24.8,7.28,0.792,0.986,min
1.0,559.6,24.8,6.6,0.751,0.775,med
5.08,488.4,29.9,8.98,0.195,0.409,max
2.28,237.3,27.5,7.94,1.001,0.505,med
5.15,870.7,51.2,8.83,0.661,0.344,max
10.17,483.4,47.5,6.14,0.235,0.399,max
11.66,380.1,29.1,6.87,0.948,0.05,max
8.71,637.2,36.4,6.56,0.699,0.39,max
0.43,50.8,21.9,6.94,1.012,0.823,min
4.91,507.1,44.5,4.45,0.573,0.272,max
4.0,532.4,45.3,6.71,0.456,0.215,max
9.42,693.6,31.9,5.8,1.028,0.437,min
1.5,84.4,22.0,7.71,1.063,0.917,min
1.6,490.1,11.1,7.83,0.887,0.564,med
8.29,658.6,42.0,6.86,0.706,0.212,max
4.3,350.0,33.0,8.23,0.479,0.634,max
0.1,145.5,18.6,7.38,0.862,0.756,min
15.26,641.6,37.1,4.73,0.614,0.423,max
5.44,541.4,41.6,5.66,0.521,0.05,max
3.72,486.4,22.5,6.79,0.997,0.515,med
9.84,620.3,37.3,6.46,0.47,0.36,max
0.12,23.0,20.0,6.76,0.927,1.059,min
4.82,450.7,35.7,7.84,0.748,0.563,med
0.06,67.9,28.0,7.48,1.021,1.091,min
2.92,370.0,29.7,7.32,0.465,0.315,med
7.88,666.8,38.6,9.8,0.409,0.551,max
1.61,398.1,23.6,5.78,0.614,0.864,med
6.12,558.9,46.0,6.35,0.236,0.903,max
3.35,375.8,25.2,6.66,0.719,0.69,med
7.39,836.9,49.4,4.39,0.647,0.231,max
5.17,431.2,33.3,8.09,0.757,0.618,med
1.63,374.8,23.9,7.29,0.916,0.968,med
0.21,10.0,23.3,7.92,1.2,0.865,min
2.64,309.7,26.1,6.2,0.814,0.928,med
4.56,373.7,37.9,10.2,0.874,0.63,max
9.62,363.8,24.5,10.12,0.391,0.425,max
4.15,430.1,26.8,7.54,0.641,0.784,med
3.02,285.0,27.5,6.42,0.797,0.689,med
6.12,768.5,36.2,6.27,0.219,0.825,max
6.54,492.8,31.6,3.05,0.8,0.311,max
4.0,350.0,55.0,6.97,0.05,0.309,max
7.5,1010.3,34.1,8.8,1.027,0.522,max
8.09,350.0,40.1,10.29,0.29,0.52,max
0.2,148.1,22.0,7.11,0.974,0.77,min
4.86,383.6,29.8,6.64,0.654,0.458,med
11.17,534.8,37.4,4.49,0.328,0.392,max
0.08,70.5,25.4,7.35,0.545,0.798,min
6.14,612.0,30.4,10.05,0.62,0.278,max
1.82,535.7,17.3,5.99,0.651,0.338,med
7.31,712.7,30.7,9.58,0.05,0.2,min
1.0,420.1,22.4,5.61,0.436,0.77,med
0.63,105.1,16.7,7.13,0.86,0.79,min
4.93,600.0,22.5,6.18,0.462,0.738,med
0.28,150.8,29.2,7.71,0.4,0.918,min
9.09,557.5,44.2,6.73,0.861,0.534,max
7.33,831.0,38.5,4.11,0.248,0.369,max
3.64,415.7,21.2,8.26,0.986,0.505,max
11.44,779.8,37.4,8.98,0.669,0.464,max
2.47,150.0,34.3,6.3,0.939,0.826,med
0.58,154.1,22.0,7.04,0.972,0.794,min
3.02,343.8,23.9,8.1,0.226,0.544,med
0.38,107.0,22.9,6.85,0.876,0.738,min
0.14,87.6,19.5,7.95,1.047,0.856,min
1.0,233.9,28.0,7.09,0.419,0.343,med
9.47,709.1,46.1,6.49,0.093,0.547,max
5.72,476.0,38.3,10.62,0.646,0.276,max
6.1,689.5,40.4,8.95,0.786,0.252,max
5.9,482.0,49.2,6.45,0.471,0.265,max
2.91,340.9,26.0,5.59,0.591,0.63,med
5.1,339.4,32.1,5.92,0.976,1.08,med
0.18,112.8,21.2,7.28,0.982,0.524,min
5.25,651.6,34.0,7.23,0.263,0.655,max
4.44,353.6,37.4,8.55,0.787,0.713,med
0.71,90.2,23.3,7.4,1.137,0.832,min
11.49,598.6,28.1,3.24,0.118,0.548,max
3.55,357.6,29.5,6.41,0.461,0.775,med
3.64,302.0,10.5,5.56,0.855,1.054,med
8.59,1026.5,37.2,3.23,1.028,0.761,max
5.74,425.4,45.4,3.98,0.285,0.42,max
2.81,396.2,42.0,6.41,0.729,0.461,med
6.75,508.1,33.9,5.61,0.741,0.892,med
5.38,586.2,29.2,6.15,0.591,0.613,med
1.49,243.7,22.9,6.27,0.604,0.699,med
5.65,384.1,24.6,6.75,1.029,0.603,med
1.0,331.8,10.7,6.88,0.699,0.153,med
4.02,458.1,24.5,6.54,0.858,0.7,med
4.28,488.3,19.2,7.35,0.465,0.776,med
0.24,117.2,16.6,7.67,1.055,0.856,max
4.36,214.3,24.4,7.37,0.519,0.505,med
0.19,251.7,23.9,6.75,0.745,0.942,min
3.22,354.2,28.6,7.92,0.782,0.1,med
6.11,600.0,26.3,7.35,0.719,0.598,min
0.35,96.6,26.1,7.67,0.866,0.843,min
1.15,90.5,20.1,7.17,1.07,0.609,min
0.13,68.7,21.9,6.95,0.796,0.894,min
0.09,128.0,24.9,6.88,1.034,0.755,min
1.0,474.5,31.8,5.76,0.246,0.455,med
0.05,65.0,22.0,7.64,0.853,1.044,min
2.54,406.5,26.2,5.5,0.887,0.869,med
12.87,903.5,35.1,5.05,0.849,0.326,max
5.28,477.4,34.1,7.09,0.566,0.371,med
4.16,251.2,26.6,6.71,0.805,0.858,med
8.35,690.8,37.4,10.29,0.69,0.117,max
5.7,254.4,28.1,7.75,0.857,0.738,med
7.72,607.0,31.4,9.29,0.05,0.136,max
1.08,350.9,20.0,9.11,0.288,0.49,med
8.62,561.4,43.8,4.89,0.263,0.71,max
5.98,285.8,26.9,6.59,0.566,0.282,med
0.49,88.5,28.0,7.55,0.79,1.147,min
2.24,209.9,29.7,6.82,1.131,0.657,med
1.37,419.8,18.6,7.15,0.611,0.894,med
0.07,101.7,24.0,7.11,0.958,0.807,min
4.19,218.0,33.6,6.33,0.668,0.924,med
4.0,679.0,47.4,9.84,0.431,0.575,max
8.85,570.0,45.6,4.23,0.646,0.11,max
1.1,77.4,22.0,7.19,0.837,0.545,min
3.77,254.6,23.7,7.6,0.96,0.706,med
1.0,434.0,41.3,7.61,0.659,0.639,med
5.99,414.8,36.7,7.26,0.53,0.533,med
3.29,490.4,28.0,6.56,0.395,0.76,med
0.42,10.0,20.7,6.85,1.009,0.917,min
13.01,719.5,38.5,5.58,0.734,0.111,max
2.29,496.0,23.0,6.68,0.637,0.579,med
0.17,109.3,22.8,7.58,0.752,0.926,min
4.6,445.7,26.2,7.61,0.922,0.629,med
0.09,133.4,26.2,7.35,0.865,0.913,min
8.05,555.6,36.0,4.42,1.2,0.488,max
0.18,80.8,19.2,7.4,1.048,0.926,max
4.0,784.6,42.4,7.37,0.174,0.544,max
9.83,777.7,31.8,3.99,0.409,0.596,max
4.12,276.1,33.1,6.13,0.731,0.546,med
4.0,626.9,43.8,9.26,0.66,0.48,max
5.06,397.3,27.3,7.93,0.508,0.605,max
9.72,472.2,30.2,10.39,0.106,0.845,max
5.15,331.3,27.5,8.09,1.033,0.91,med
9.77,605.1,37.4,4.01,0.05,0.05,max
0.4,57.8,27.7,6.79,0.778,0.661,med
2.06,208.2,24.8,6.82,0.467,0.944,med
4.0,897.9,41.9,6.35,0.584,0.05,max
9.29,636.1,55.0,9.7,0.49,0.636,max
12.22,1008.1,27.3,6.1,0.087,0.321,max
5.12,339.7,27.2,5.5,0.643,0.451,med
1.11,170.8,19.6,6.97,0.844,0.827,min
12.52,637.2,39.8,10.24,0.922,0.546,max
8.75,683.7,33.4,6.91,0.179,0.05,med
10.75,603.6,39.5,5.4,0.342,0.181,max
7.0,161.7,25.2,5.59,0.725,0.409,med
3.9,551.4,15.3,6.31,0.993,0.869,min
10.08,352.2,30.7,8.8,0.145,0.729,max
7.92,555.2,40.1,8.8,0.345,0.416,max
2.2,391.9,42.0,7.7,1.2,0.764,med
0.33,120.9,25.5,6.8,0.913,0.77,min
0.42,108.3,25.5,7.94,0.788,0.708,min
1.12,325.1,31.7,8.81,0.46,0.565,med
8.28,763.6,38.7,10.03,1.046,0.627,max
5.03,294.5,34.5,8.11,0.917,0.518,med
1.08,239.6,27.1,6.11,0.537,0.58,med
3.5,185.0,25.2,7.39,0.445,0.881,med
0.62,10.0,25.4,7.03,0.767,0.724,min
4.0,822.5,47.8,9.6,0.05,0.34,max
3.7,276.6,25.0,7.07,1.188,0.71,med
0.13,117.2,22.0,7.0,0.922,0.966,min
7.34,539.9,32.4,9.34,0.222,0.335,max
3.61,336.9,34.2,5.69,0.243,0.607,med
3.26,316.4,26.3,6.38,0.631,0.82,med
5.65,243.6,32.0,5.82,0.981,0.699,med
4.36,252.3,31.4,7.99,0.944,1.053,med
5.63,350.0,51.7,7.4,0.427,0.538,max
5.47,763.5,25.3,9.7,0.083,0.357,max
0.06,227.9,22.1,6.94,0.979,0.471,min
0.31,136.2,15.8,7.0,1.065,0.615,min
4.93,555.6,46.1,4.95,0.373,0.05,max
0.2,173.0,21.5,6.96,0.635,1.111,min
5.9,452.9,25.9,6.92,0.813,0.843,med
0.09,92.1,21.7,7.5,0.874,0.746,min
3.04,240.8,35.4,8.31,0.523,0.619,max
2.17,347.3,31.9,7.46,0.565,0.889,med
0.45,36.3,21.4,7.4,0.717,0.957,min
0.05,55.5,20.9,7.41,0.948,0.875,min
0.29,115.9,21.4,7.24,0.727,0.906,min
9.8,686.1,26.3,6.28,0.551,0.227,max
0.05,117.8,24.2,7.64,1.2,1.004,min
0.27,70.3,25.5,6.71,0.931,0.556,min
0.21,95.5,22.6,6.86,0.786,0.703,min
1.78,166.3,23.6,8.05,0.943,0.465,med
0.16,130.1,26.3,6.97,0.907,0.993,min
2.99,341.0,28.2,6.7,0.659,0.569,med
0.09,96.9,20.2,7.46,1.084,0.762,min
1.25,75.2,25.4,7.13,1.078,0.676,min
4.08,600.0,21.2,6.15,0.424,0.603,med
9.27,562.8,49.3,4.87,0.479,0.574,max
3.33,324.8,22.3,7.27,1.153,0.549,med
6.71,632.4,46.7,10.27,0.05,0.414,max
12.2,546.1,35.0,5.19,0.588,0.05,max
4.5,443.0,25.8,6.52,0.381,0.755,med
2.8,218.2,25.3,6.59,0.719,0.327,med
8.4,731.4,36.9,4.19,0.656,0.341,max
5.24,347.0,14.6,7.38,0.593,0.353,med
2.94,537.9,31.3,6.61,0.932,0.739,med
9.0,443.3,45.6,9.98,0.05,0.66,max
0.28,10.0,20.8,7.1,0.892,0.758,min
9.19,774.5,35.4,10.15,0.671,0.555,max
10.6,642.7,33.5,6.71,0.25,0.859,max
5.59,480.4,43.2,9.91,0.423,0.102,max
5.42,535.0,22.9,7.11,0.835,0.953,med
4.44,514.4,24.2,8.11,0.755,0.833,med
4.03,701.1,44.6,4.48,0.321,0.21,max
3.57,187.8,32.1,6.74,0.613,0.643,max
4.52,220.3,32.9,7.02,0.967,0.878,med
4.0,752.0,45.9,4.99,0.381,0.535,max
4.26,368.4,29.9,8.19,0.945,0.917,med
8.57,672.1,22.5,9.47,0.936,0.061,max
0.3,130.6,16.4,7.11,0.937,0.681,min
10.45,507.6,36.8,7.03,0.752,0.599,max
5.05,452.5,31.3,6.64,0.41,0.61,med
0.08,50.3,21.5,7.13,1.034,0.735,min
4.0,509.5,42.6,9.71,0.668,0.408,max
0.59,78.2,22.5,7.04,0.898,0.979,min
0.15,114.3,25.9,7.5,1.121,0.955,min
4.75,394.7,29.3,8.03,1.085,0.459,med
